"ELECTION","TYPE","COUNTY","FIPS","SRPREC_KEY","SRPREC","CITY","N_IN_CITY","N"
"p16","srprec",1,"06001","06001200100","200100","BERKELEY",715,715
"p16","srprec",1,"06001","06001200200","200200","BERKELEY",696,696
"p16","srprec",1,"06001","06001200300","200300","BERKELEY",544,544
"p16","srprec",1,"06001","06001200600","200600","BERKELEY",636,636
"p16","srprec",1,"06001","06001200700","200700","BERKELEY",643,643
"p16","srprec",1,"06001","06001200800","200800","BERKELEY",609,609
"p16","srprec",1,"06001","06001201000","201000","BERKELEY",585,585
"p16","srprec",1,"06001","06001201100","201100","BERKELEY",641,641
"p16","srprec",1,"06001","06001201300","201300","BERKELEY",626,626
"p16","srprec",1,"06001","06001201400","201400","BERKELEY",649,649
"p16","srprec",1,"06001","06001201410","201410","BERKELEY",555,555
"p16","srprec",1,"06001","06001201500","201500","BERKELEY",594,594
"p16","srprec",1,"06001","06001201700","201700","BERKELEY",659,659
"p16","srprec",1,"06001","06001201710","201710","BERKELEY",961,961
"p16","srprec",1,"06001","06001201800","201800","BERKELEY",758,758
"p16","srprec",1,"06001","06001201900","201900","BERKELEY",604,604
"p16","srprec",1,"06001","06001202110","202110","BERKELEY",1040,1040
"p16","srprec",1,"06001","06001202310","202310","BERKELEY",833,834
"p16","srprec",1,"06001","06001202500","202500","BERKELEY",706,706
"p16","srprec",1,"06001","06001202520","202520","BERKELEY",819,819
"p16","srprec",1,"06001","06001202540","202540","BERKELEY",980,980
"p16","srprec",1,"06001","06001202600","202600","BERKELEY",713,713
"p16","srprec",1,"06001","06001202620","202620","BERKELEY",616,616
"p16","srprec",1,"06001","06001202710","202710","BERKELEY",728,728
"p16","srprec",1,"06001","06001202900","202900","BERKELEY",604,604
"p16","srprec",1,"06001","06001203100","203100","BERKELEY",682,682
"p16","srprec",1,"06001","06001203200","203200","BERKELEY",511,548
"p16","srprec",1,"06001","06001203300","203300","BERKELEY",580,598
"p16","srprec",1,"06001","06001203400","203400","BERKELEY",631,631
"p16","srprec",1,"06001","06001203500","203500","BERKELEY",1114,1114
"p16","srprec",1,"06001","06001203800","203800","BERKELEY",842,842
"p16","srprec",1,"06001","06001204100","204100","BERKELEY",861,861
"p16","srprec",1,"06001","06001204210","204210","BERKELEY",814,814
"p16","srprec",1,"06001","06001204220","204220","BERKELEY",640,640
"p16","srprec",1,"06001","06001204230","204230","BERKELEY",570,570
"p16","srprec",1,"06001","06001204240","204240","BERKELEY",567,567
"p16","srprec",1,"06001","06001204300","204300","BERKELEY",953,953
"p16","srprec",1,"06001","06001204310","204310","BERKELEY",760,760
"p16","srprec",1,"06001","06001204510","204510","BERKELEY",676,676
"p16","srprec",1,"06001","06001204600","204600","BERKELEY",680,680
"p16","srprec",1,"06001","06001204900","204900","BERKELEY",608,608
"p16","srprec",1,"06001","06001204910","204910","BERKELEY",731,731
"p16","srprec",1,"06001","06001205000","205000","BERKELEY",648,648
"p16","srprec",1,"06001","06001205100","205100","BERKELEY",732,732
"p16","srprec",1,"06001","06001205200","205200","BERKELEY",802,802
"p16","srprec",1,"06001","06001205500","205500","BERKELEY",737,737
"p16","srprec",1,"06001","06001205600","205600","BERKELEY",1119,1119
"p16","srprec",1,"06001","06001205700","205700","BERKELEY",808,808
"p16","srprec",1,"06001","06001205800","205800","BERKELEY",642,642
"p16","srprec",1,"06001","06001205900","205900","BERKELEY",716,716
"p16","srprec",1,"06001","06001206000","206000","BERKELEY",573,573
"p16","srprec",1,"06001","06001206100","206100","BERKELEY",729,729
"p16","srprec",1,"06001","06001206200","206200","BERKELEY",637,637
"p16","srprec",1,"06001","06001206300","206300","BERKELEY",695,695
"p16","srprec",1,"06001","06001206400","206400","BERKELEY",664,664
"p16","srprec",1,"06001","06001206600","206600","BERKELEY",817,817
"p16","srprec",1,"06001","06001207000","207000","BERKELEY",783,783
"p16","srprec",1,"06001","06001207010","207010","BERKELEY",746,746
"p16","srprec",1,"06001","06001207200","207200","BERKELEY",904,904
"p16","srprec",1,"06001","06001207300","207300","BERKELEY",585,585
"p16","srprec",1,"06001","06001207500","207500","BERKELEY",853,853
"p16","srprec",1,"06001","06001207600","207600","BERKELEY",802,802
"p16","srprec",1,"06001","06001207700","207700","BERKELEY",1161,1161
"p16","srprec",1,"06001","06001208000","208000","BERKELEY",588,588
"p16","srprec",1,"06001","06001208010","208010","BERKELEY",1083,1083
"p16","srprec",1,"06001","06001208100","208100","BERKELEY",612,612
"p16","srprec",1,"06001","06001208110","208110","BERKELEY",601,601
"p16","srprec",1,"06001","06001208200","208200","BERKELEY",641,641
"p16","srprec",1,"06001","06001208210","208210","BERKELEY",757,757
"p16","srprec",1,"06001","06001208300","208300","BERKELEY",931,931
"p16","srprec",1,"06001","06001208310","208310","BERKELEY",790,790
"p16","srprec",1,"06001","06001208400","208400","BERKELEY",836,836
"p16","srprec",1,"06001","06001208500","208500","BERKELEY",745,745
"p16","srprec",1,"06001","06001208510","208510","BERKELEY",904,904
"p16","srprec",1,"06001","06001208600","208600","BERKELEY",715,715
"p16","srprec",1,"06001","06001208610","208610","BERKELEY",827,841
"p16","srprec",1,"06001","06001208650","208650","BERKELEY",389,389
"p16","srprec",1,"06001","06001208700","208700","BERKELEY",953,953
"p16","srprec",1,"06001","06001208800","208800","BERKELEY",990,990
"p16","srprec",1,"06001","06001208810","208810","BERKELEY",981,981
"p16","srprec",1,"06001","06001208900","208900","BERKELEY",919,919
"p16","srprec",1,"06001","06001208910","208910","BERKELEY",813,813
"p16","srprec",1,"06001","06001208920","208920","BERKELEY",528,528
"p16","srprec",1,"06001","06001209000","209000","BERKELEY",785,785
"p16","srprec",1,"06001","06001209010","209010","BERKELEY",841,841
"p16","srprec",1,"06001","06001209100","209100","BERKELEY",743,743
"p16","srprec",1,"06001","06001209110","209110","BERKELEY",671,671
"p16","srprec",1,"06001","06001209200","209200","BERKELEY",1059,1059
"p16","srprec",1,"06001","06001209300","209300","BERKELEY",1169,1169
"p16","srprec",1,"06001","06001209310","209310","BERKELEY",1164,1164
"p16","srprec",1,"06001","06001209400","209400","BERKELEY",932,932
"p16","srprec",1,"06001","06001209410","209410","BERKELEY",537,537
"p16","srprec",1,"06001","06001209510","209510","BERKELEY",1020,1020
"p16","srprec",1,"06001","06001209600","209600","BERKELEY",822,822
"p16","srprec",1,"06001","06001209610","209610","BERKELEY",675,675
"p16","srprec",1,"06001","06001209700","209700","BERKELEY",912,912
"p16","srprec",1,"06001","06001209710","209710","BERKELEY",860,860
"p16","srprec",1,"06001","06001209800","209800","BERKELEY",781,781
"p16","srprec",1,"06001","06001209900","209900","BERKELEY",893,894
"p16","srprec",1,"06001","06001213100","213100","BERKELEY",998,1013
"p16","srprec",1,"06001","06001213300","213300","OAKLAND",1070,1248
"p16","srprec",1,"06001","06001213400","213400","OAKLAND",565,565
"p16","srprec",1,"06001","06001213500","213500","OAKLAND",1203,1203
"p16","srprec",1,"06001","06001213600","213600","OAKLAND",847,847
"p16","srprec",1,"06001","06001213700","213700","OAKLAND",704,705
"p16","srprec",1,"06001","06001213800","213800","OAKLAND",1006,1006
"p16","srprec",1,"06001","06001213900","213900","OAKLAND",568,568
"p16","srprec",1,"06001","06001214100","214100","OAKLAND",764,764
"p16","srprec",1,"06001","06001214200","214200","OAKLAND",1065,1065
"p16","srprec",1,"06001","06001214300","214300","OAKLAND",613,613
"p16","srprec",1,"06001","06001214400","214400","OAKLAND",680,680
"p16","srprec",1,"06001","06001214500","214500","OAKLAND",561,631
"p16","srprec",1,"06001","06001214600","214600","OAKLAND",983,983
"p16","srprec",1,"06001","06001214800","214800","OAKLAND",1067,1067
"p16","srprec",1,"06001","06001215100","215100","OAKLAND",1050,1050
"p16","srprec",1,"06001","06001215120","215120","OAKLAND",1098,1098
"p16","srprec",1,"06001","06001215200","215200","OAKLAND",664,664
"p16","srprec",1,"06001","06001215300","215300","OAKLAND",1009,1009
"p16","srprec",1,"06001","06001215500","215500","OAKLAND",705,705
"p16","srprec",1,"06001","06001215610","215610","OAKLAND",1280,1280
"p16","srprec",1,"06001","06001215700","215700","OAKLAND",853,853
"p16","srprec",1,"06001","06001215800","215800","OAKLAND",834,834
"p16","srprec",1,"06001","06001215900","215900","OAKLAND",562,562
"p16","srprec",1,"06001","06001223000","223000","OAKLAND",633,633
"p16","srprec",1,"06001","06001223010","223010","OAKLAND",902,902
"p16","srprec",1,"06001","06001223200","223200","OAKLAND",1306,1307
"p16","srprec",1,"06001","06001223300","223300","OAKLAND",895,895
"p16","srprec",1,"06001","06001223400","223400","OAKLAND",684,684
"p16","srprec",1,"06001","06001224000","224000","OAKLAND",1003,1003
"p16","srprec",1,"06001","06001224200","224200","OAKLAND",1246,1246
"p16","srprec",1,"06001","06001224400","224400","OAKLAND",499,499
"p16","srprec",1,"06001","06001224500","224500","OAKLAND",1381,1381
"p16","srprec",1,"06001","06001224600","224600","OAKLAND",871,871
"p16","srprec",1,"06001","06001224700","224700","OAKLAND",1009,1009
"p16","srprec",1,"06001","06001224800","224800","OAKLAND",492,492
"p16","srprec",1,"06001","06001225000","225000","OAKLAND",518,518
"p16","srprec",1,"06001","06001225100","225100","OAKLAND",756,756
"p16","srprec",1,"06001","06001225200","225200","OAKLAND",612,612
"p16","srprec",1,"06001","06001225400","225400","OAKLAND",1243,1243
"p16","srprec",1,"06001","06001225600","225600","OAKLAND",736,736
"p16","srprec",1,"06001","06001225700","225700","OAKLAND",973,973
"p16","srprec",1,"06001","06001225710","225710","OAKLAND",1013,1013
"p16","srprec",1,"06001","06001225810","225810","OAKLAND",651,651
"p16","srprec",1,"06001","06001225900","225900","OAKLAND",820,820
"p16","srprec",1,"06001","06001225910","225910","OAKLAND",1213,1213
"p16","srprec",1,"06001","06001226100","226100","OAKLAND",689,689
"p16","srprec",1,"06001","06001226200","226200","OAKLAND",997,997
"p16","srprec",1,"06001","06001226300","226300","OAKLAND",744,748
"p16","srprec",1,"06001","06001226400","226400","OAKLAND",657,657
"p16","srprec",1,"06001","06001244000","244000","OAKLAND",814,814
"p16","srprec",1,"06001","06001244100","244100","OAKLAND",1169,1169
"p16","srprec",1,"06001","06001244200","244200","OAKLAND",750,750
"p16","srprec",1,"06001","06001244300","244300","OAKLAND",1155,1155
"p16","srprec",1,"06001","06001244400","244400","OAKLAND",866,866
"p16","srprec",1,"06001","06001244500","244500","OAKLAND",749,749
"p16","srprec",1,"06001","06001244600","244600","OAKLAND",629,629
"p16","srprec",1,"06001","06001244700","244700","OAKLAND",890,890
"p16","srprec",1,"06001","06001244800","244800","OAKLAND",779,779
"p16","srprec",1,"06001","06001244900","244900","OAKLAND",579,579
"p16","srprec",1,"06001","06001245000","245000","OAKLAND",757,757
"p16","srprec",1,"06001","06001245100","245100","OAKLAND",755,755
"p16","srprec",1,"06001","06001245200","245200","OAKLAND",1252,1252
"p16","srprec",1,"06001","06001260100","260100","ALBANY",681,681
"p16","srprec",1,"06001","06001260300","260300","ALBANY",1135,1135
"p16","srprec",1,"06001","06001260400","260400","ALBANY",731,731
"p16","srprec",1,"06001","06001260610","260610","ALBANY",745,745
"p16","srprec",1,"06001","06001260800","260800","ALBANY",760,760
"p16","srprec",1,"06001","06001260900","260900","ALBANY",830,830
"p16","srprec",1,"06001","06001261000","261000","ALBANY",883,883
"p16","srprec",1,"06001","06001261300","261300","ALBANY",906,906
"p16","srprec",1,"06001","06001261400","261400","ALBANY",714,714
"p16","srprec",1,"06001","06001261600","261600","ALBANY",825,825
"p16","srprec",1,"06001","06001261700","261700","ALBANY",714,714
"p16","srprec",1,"06001","06001262000","262000","ALBANY",871,874
"p16","srprec",1,"06001","06001262100","262100","ALBANY",745,745
"p16","srprec",1,"06001","06001280100","280100","PIEDMONT",1554,1554
"p16","srprec",1,"06001","06001280500","280500","PIEDMONT",1469,1469
"p16","srprec",1,"06001","06001280700","280700","PIEDMONT",1566,1567
"p16","srprec",1,"06001","06001281000","281000","PIEDMONT",1364,1364
"p16","srprec",1,"06001","06001281300","281300","PIEDMONT",1141,1141
"p16","srprec",1,"06001","06001281600","281600","PIEDMONT",1125,1125
"p16","srprec",1,"06001","06001300000","300000","ALAMEDA",1299,1299
"p16","srprec",1,"06001","06001300100","300100","ALAMEDA",1185,1185
"p16","srprec",1,"06001","06001300110","300110","ALAMEDA",813,813
"p16","srprec",1,"06001","06001300120","300120","ALAMEDA",1353,1353
"p16","srprec",1,"06001","06001300140","300140","ALAMEDA",1137,1137
"p16","srprec",1,"06001","06001300150","300150","ALAMEDA",989,989
"p16","srprec",1,"06001","06001300170","300170","ALAMEDA",595,595
"p16","srprec",1,"06001","06001300180","300180","ALAMEDA",744,744
"p16","srprec",1,"06001","06001300210","300210","ALAMEDA",817,817
"p16","srprec",1,"06001","06001300300","300300","ALAMEDA",761,761
"p16","srprec",1,"06001","06001300400","300400","ALAMEDA",1405,1405
"p16","srprec",1,"06001","06001301100","301100","ALAMEDA",717,717
"p16","srprec",1,"06001","06001301200","301200","ALAMEDA",747,747
"p16","srprec",1,"06001","06001301400","301400","ALAMEDA",1428,1428
"p16","srprec",1,"06001","06001301520","301520","ALAMEDA",1417,1417
"p16","srprec",1,"06001","06001301800","301800","ALAMEDA",936,936
"p16","srprec",1,"06001","06001301900","301900","ALAMEDA",935,935
"p16","srprec",1,"06001","06001302000","302000","ALAMEDA",964,964
"p16","srprec",1,"06001","06001302100","302100","ALAMEDA",686,686
"p16","srprec",1,"06001","06001302200","302200","ALAMEDA",1376,1376
"p16","srprec",1,"06001","06001302400","302400","ALAMEDA",756,756
"p16","srprec",1,"06001","06001302500","302500","ALAMEDA",1302,1302
"p16","srprec",1,"06001","06001302510","302510","ALAMEDA",790,790
"p16","srprec",1,"06001","06001302700","302700","ALAMEDA",886,886
"p16","srprec",1,"06001","06001303000","303000","ALAMEDA",813,813
"p16","srprec",1,"06001","06001303300","303300","ALAMEDA",1125,1125
"p16","srprec",1,"06001","06001303400","303400","ALAMEDA",706,706
"p16","srprec",1,"06001","06001303500","303500","ALAMEDA",760,760
"p16","srprec",1,"06001","06001303600","303600","ALAMEDA",1425,1425
"p16","srprec",1,"06001","06001303800","303800","ALAMEDA",912,912
"p16","srprec",1,"06001","06001304000","304000","ALAMEDA",855,855
"p16","srprec",1,"06001","06001304120","304120","ALAMEDA",1353,1353
"p16","srprec",1,"06001","06001304200","304200","ALAMEDA",671,671
"p16","srprec",1,"06001","06001304500","304500","ALAMEDA",806,806
"p16","srprec",1,"06001","06001304600","304600","ALAMEDA",982,982
"p16","srprec",1,"06001","06001304700","304700","ALAMEDA",817,817
"p16","srprec",1,"06001","06001304800","304800","ALAMEDA",943,943
"p16","srprec",1,"06001","06001304900","304900","ALAMEDA",1820,1820
"p16","srprec",1,"06001","06001305000","305000","ALAMEDA",706,706
"p16","srprec",1,"06001","06001305010","305010","ALAMEDA",1020,1020
"p16","srprec",1,"06001","06001305100","305100","ALAMEDA",1190,1190
"p16","srprec",1,"06001","06001305400","305400","ALAMEDA",773,773
"p16","srprec",1,"06001","06001305410","305410","ALAMEDA",669,669
"p16","srprec",1,"06001","06001305600","305600","ALAMEDA",1073,1073
"p16","srprec",1,"06001","06001305700","305700","ALAMEDA",911,911
"p16","srprec",1,"06001","06001310000","310000","OAKLAND",1007,1008
"p16","srprec",1,"06001","06001310100","310100","OAKLAND",940,940
"p16","srprec",1,"06001","06001310200","310200","OAKLAND",832,832
"p16","srprec",1,"06001","06001310300","310300","OAKLAND",771,771
"p16","srprec",1,"06001","06001310400","310400","OAKLAND",862,862
"p16","srprec",1,"06001","06001310500","310500","OAKLAND",741,741
"p16","srprec",1,"06001","06001310600","310600","OAKLAND",838,838
"p16","srprec",1,"06001","06001310700","310700","OAKLAND",1404,1404
"p16","srprec",1,"06001","06001310900","310900","OAKLAND",1347,1347
"p16","srprec",1,"06001","06001311100","311100","OAKLAND",1362,1362
"p16","srprec",1,"06001","06001311200","311200","OAKLAND",1264,1264
"p16","srprec",1,"06001","06001311400","311400","OAKLAND",963,963
"p16","srprec",1,"06001","06001311500","311500","OAKLAND",1582,1582
"p16","srprec",1,"06001","06001311700","311700","OAKLAND",1554,1554
"p16","srprec",1,"06001","06001323000","323000","OAKLAND",755,755
"p16","srprec",1,"06001","06001323200","323200","OAKLAND",1034,1034
"p16","srprec",1,"06001","06001325100","325100","OAKLAND",1767,1767
"p16","srprec",1,"06001","06001325200","325200","OAKLAND",962,962
"p16","srprec",1,"06001","06001325300","325300","OAKLAND",1235,1236
"p16","srprec",1,"06001","06001325400","325400","OAKLAND",772,772
"p16","srprec",1,"06001","06001325500","325500","OAKLAND",833,833
"p16","srprec",1,"06001","06001325510","325510","OAKLAND",1393,1393
"p16","srprec",1,"06001","06001325600","325600","OAKLAND",749,749
"p16","srprec",1,"06001","06001325700","325700","OAKLAND",1289,1289
"p16","srprec",1,"06001","06001325800","325800","OAKLAND",1333,1333
"p16","srprec",1,"06001","06001333100","333100","OAKLAND",972,973
"p16","srprec",1,"06001","06001333200","333200","OAKLAND",1055,1055
"p16","srprec",1,"06001","06001333210","333210","OAKLAND",610,610
"p16","srprec",1,"06001","06001333400","333400","OAKLAND",733,733
"p16","srprec",1,"06001","06001333410","333410","OAKLAND",1196,1196
"p16","srprec",1,"06001","06001333500","333500","OAKLAND",1169,1169
"p16","srprec",1,"06001","06001333510","333510","OAKLAND",729,729
"p16","srprec",1,"06001","06001333600","333600","OAKLAND",400,400
"p16","srprec",1,"06001","06001333800","333800","OAKLAND",1649,1649
"p16","srprec",1,"06001","06001333900","333900","OAKLAND",878,878
"p16","srprec",1,"06001","06001334000","334000","OAKLAND",1139,1139
"p16","srprec",1,"06001","06001334100","334100","OAKLAND",1329,1329
"p16","srprec",1,"06001","06001334600","334600","OAKLAND",1530,1530
"p16","srprec",1,"06001","06001334700","334700","OAKLAND",658,658
"p16","srprec",1,"06001","06001335000","335000","OAKLAND",1406,1406
"p16","srprec",1,"06001","06001335100","335100","OAKLAND",1314,1314
"p16","srprec",1,"06001","06001335200","335200","OAKLAND",690,690
"p16","srprec",1,"06001","06001335300","335300","OAKLAND",1057,1057
"p16","srprec",1,"06001","06001335400","335400","OAKLAND",1548,1548
"p16","srprec",1,"06001","06001335500","335500","OAKLAND",645,645
"p16","srprec",1,"06001","06001335700","335700","OAKLAND",1098,1099
"p16","srprec",1,"06001","06001335710","335710","OAKLAND",773,773
"p16","srprec",1,"06001","06001335810","335810","OAKLAND",766,767
"p16","srprec",1,"06001","06001335900","335900","OAKLAND",809,809
"p16","srprec",1,"06001","06001336100","336100","OAKLAND",1502,1502
"p16","srprec",1,"06001","06001336200","336200","OAKLAND",1174,1174
"p16","srprec",1,"06001","06001336400","336400","OAKLAND",838,838
"p16","srprec",1,"06001","06001336500","336500","OAKLAND",1596,1596
"p16","srprec",1,"06001","06001336600","336600","OAKLAND",1394,1394
"p16","srprec",1,"06001","06001336710","336710","OAKLAND",1600,1600
"p16","srprec",1,"06001","06001336900","336900","OAKLAND",780,780
"p16","srprec",1,"06001","06001336910","336910","OAKLAND",513,513
"p16","srprec",1,"06001","06001337000","337000","OAKLAND",811,811
"p16","srprec",1,"06001","06001337100","337100","OAKLAND",421,421
"p16","srprec",1,"06001","06001337110","337110","OAKLAND",532,532
"p16","srprec",1,"06001","06001337200","337200","OAKLAND",461,461
"p16","srprec",1,"06001","06001344000","344000","OAKLAND",894,894
"p16","srprec",1,"06001","06001344010","344010","OAKLAND",724,724
"p16","srprec",1,"06001","06001344100","344100","OAKLAND",619,619
"p16","srprec",1,"06001","06001344200","344200","OAKLAND",1168,1168
"p16","srprec",1,"06001","06001344400","344400","OAKLAND",896,896
"p16","srprec",1,"06001","06001344500","344500","OAKLAND",1388,1388
"p16","srprec",1,"06001","06001344600","344600","OAKLAND",769,769
"p16","srprec",1,"06001","06001344700","344700","OAKLAND",582,582
"p16","srprec",1,"06001","06001344800","344800","OAKLAND",631,631
"p16","srprec",1,"06001","06001344900","344900","OAKLAND",840,840
"p16","srprec",1,"06001","06001345000","345000","OAKLAND",838,838
"p16","srprec",1,"06001","06001345100","345100","OAKLAND",1022,1022
"p16","srprec",1,"06001","06001345200","345200","OAKLAND",1224,1224
"p16","srprec",1,"06001","06001345310","345310","OAKLAND",1009,1009
"p16","srprec",1,"06001","06001345400","345400","OAKLAND",937,937
"p16","srprec",1,"06001","06001345500","345500","OAKLAND",693,693
"p16","srprec",1,"06001","06001345600","345600","OAKLAND",738,738
"p16","srprec",1,"06001","06001345700","345700","OAKLAND",781,781
"p16","srprec",1,"06001","06001345800","345800","OAKLAND",440,440
"p16","srprec",1,"06001","06001345900","345900","OAKLAND",671,671
"p16","srprec",1,"06001","06001346000","346000","OAKLAND",463,463
"p16","srprec",1,"06001","06001346100","346100","OAKLAND",871,871
"p16","srprec",1,"06001","06001346200","346200","OAKLAND",1207,1207
"p16","srprec",1,"06001","06001347110","347110","OAKLAND",452,452
"p16","srprec",1,"06001","06001347200","347200","OAKLAND",1250,1250
"p16","srprec",1,"06001","06001347300","347300","OAKLAND",947,947
"p16","srprec",1,"06001","06001353300","353300","OAKLAND",545,545
"p16","srprec",1,"06001","06001353310","353310","OAKLAND",1172,1172
"p16","srprec",1,"06001","06001353400","353400","OAKLAND",865,865
"p16","srprec",1,"06001","06001353500","353500","OAKLAND",996,996
"p16","srprec",1,"06001","06001353600","353600","OAKLAND",820,820
"p16","srprec",1,"06001","06001353800","353800","OAKLAND",603,603
"p16","srprec",1,"06001","06001353900","353900","OAKLAND",1227,1227
"p16","srprec",1,"06001","06001354000","354000","OAKLAND",1381,1381
"p16","srprec",1,"06001","06001354100","354100","OAKLAND",1519,1519
"p16","srprec",1,"06001","06001354110","354110","OAKLAND",621,621
"p16","srprec",1,"06001","06001354300","354300","OAKLAND",1302,1302
"p16","srprec",1,"06001","06001354400","354400","OAKLAND",912,912
"p16","srprec",1,"06001","06001354500","354500","OAKLAND",1531,1531
"p16","srprec",1,"06001","06001354700","354700","OAKLAND",968,968
"p16","srprec",1,"06001","06001354900","354900","OAKLAND",701,701
"p16","srprec",1,"06001","06001354910","354910","OAKLAND",916,916
"p16","srprec",1,"06001","06001355000","355000","OAKLAND",730,730
"p16","srprec",1,"06001","06001355100","355100","OAKLAND",1109,1109
"p16","srprec",1,"06001","06001356000","356000","OAKLAND",1003,1003
"p16","srprec",1,"06001","06001356200","356200","OAKLAND",1026,1026
"p16","srprec",1,"06001","06001356210","356210","OAKLAND",1071,1071
"p16","srprec",1,"06001","06001356400","356400","OAKLAND",495,495
"p16","srprec",1,"06001","06001356500","356500","OAKLAND",1278,1278
"p16","srprec",1,"06001","06001361000","361000","OAKLAND",993,993
"p16","srprec",1,"06001","06001361130","361130","OAKLAND",566,566
"p16","srprec",1,"06001","06001361200","361200","OAKLAND",1136,1136
"p16","srprec",1,"06001","06001361300","361300","OAKLAND",558,558
"p16","srprec",1,"06001","06001361500","361500","OAKLAND",1121,1121
"p16","srprec",1,"06001","06001362100","362100","OAKLAND",658,658
"p16","srprec",1,"06001","06001362110","362110","OAKLAND",1283,1283
"p16","srprec",1,"06001","06001362300","362300","OAKLAND",891,891
"p16","srprec",1,"06001","06001362500","362500","OAKLAND",441,441
"p16","srprec",1,"06001","06001362510","362510","OAKLAND",979,979
"p16","srprec",1,"06001","06001362600","362600","OAKLAND",904,904
"p16","srprec",1,"06001","06001362700","362700","OAKLAND",1004,1004
"p16","srprec",1,"06001","06001362800","362800","OAKLAND",843,843
"p16","srprec",1,"06001","06001362900","362900","OAKLAND",795,795
"p16","srprec",1,"06001","06001363000","363000","OAKLAND",1235,1235
"p16","srprec",1,"06001","06001363100","363100","OAKLAND",1248,1248
"p16","srprec",1,"06001","06001363200","363200","OAKLAND",703,703
"p16","srprec",1,"06001","06001363310","363310","OAKLAND",1438,1438
"p16","srprec",1,"06001","06001363600","363600","OAKLAND",1393,1393
"p16","srprec",1,"06001","06001364200","364200","OAKLAND",1242,1242
"p16","srprec",1,"06001","06001364300","364300","OAKLAND",564,564
"p16","srprec",1,"06001","06001364310","364310","OAKLAND",696,696
"p16","srprec",1,"06001","06001364400","364400","OAKLAND",1216,1216
"p16","srprec",1,"06001","06001364510","364510","OAKLAND",815,815
"p16","srprec",1,"06001","06001364600","364600","OAKLAND",1050,1050
"p16","srprec",1,"06001","06001364700","364700","OAKLAND",947,947
"p16","srprec",1,"06001","06001364800","364800","OAKLAND",743,743
"p16","srprec",1,"06001","06001364900","364900","OAKLAND",1333,1333
"p16","srprec",1,"06001","06001365000","365000","OAKLAND",645,645
"p16","srprec",1,"06001","06001365200","365200","OAKLAND",1184,1184
"p16","srprec",1,"06001","06001373100","373100","OAKLAND",770,770
"p16","srprec",1,"06001","06001373400","373400","OAKLAND",1547,1547
"p16","srprec",1,"06001","06001373500","373500","OAKLAND",848,848
"p16","srprec",1,"06001","06001373900","373900","OAKLAND",1131,1131
"p16","srprec",1,"06001","06001380200","380200","EMERYVILLE",1208,1208
"p16","srprec",1,"06001","06001380300","380300","EMERYVILLE",1363,1363
"p16","srprec",1,"06001","06001380400","380400","EMERYVILLE",1204,1204
"p16","srprec",1,"06001","06001380600","380600","EMERYVILLE",1053,1053
"p16","srprec",1,"06001","06001380700","380700","EMERYVILLE",1045,1045
"p16","srprec",1,"06001","06001400100","400100","OAKLAND",711,711
"p16","srprec",1,"06001","06001400200","400200","OAKLAND",786,786
"p16","srprec",1,"06001","06001400300","400300","OAKLAND",814,814
"p16","srprec",1,"06001","06001400400","400400","OAKLAND",550,550
"p16","srprec",1,"06001","06001400500","400500","OAKLAND",555,555
"p16","srprec",1,"06001","06001400600","400600","OAKLAND",699,699
"p16","srprec",1,"06001","06001400700","400700","OAKLAND",743,743
"p16","srprec",1,"06001","06001400800","400800","OAKLAND",768,768
"p16","srprec",1,"06001","06001400900","400900","OAKLAND",1304,1304
"p16","srprec",1,"06001","06001401100","401100","OAKLAND",1286,1286
"p16","srprec",1,"06001","06001410100","410100","OAKLAND",1573,1573
"p16","srprec",1,"06001","06001410300","410300","OAKLAND",1208,1208
"p16","srprec",1,"06001","06001410400","410400","OAKLAND",1535,1535
"p16","srprec",1,"06001","06001410500","410500","OAKLAND",740,740
"p16","srprec",1,"06001","06001410600","410600","OAKLAND",962,962
"p16","srprec",1,"06001","06001415000","415000","OAKLAND",937,937
"p16","srprec",1,"06001","06001415200","415200","OAKLAND",653,653
"p16","srprec",1,"06001","06001415300","415300","OAKLAND",1105,1105
"p16","srprec",1,"06001","06001415500","415500","OAKLAND",862,862
"p16","srprec",1,"06001","06001415600","415600","OAKLAND",910,910
"p16","srprec",1,"06001","06001415800","415800","OAKLAND",784,784
"p16","srprec",1,"06001","06001415900","415900","OAKLAND",527,527
"p16","srprec",1,"06001","06001420500","420500","HAYWARD",1095,1096
"p16","srprec",1,"06001","06001420600","420600","HAYWARD",1230,1230
"p16","srprec",1,"06001","06001420700","420700","HAYWARD",905,905
"p16","srprec",1,"06001","06001420900","420900","HAYWARD",639,639
"p16","srprec",1,"06001","06001421000","421000","HAYWARD",505,505
"p16","srprec",1,"06001","06001421100","421100","HAYWARD",1646,1646
"p16","srprec",1,"06001","06001421400","421400","HAYWARD",1230,1230
"p16","srprec",1,"06001","06001421510","421510","HAYWARD",994,994
"p16","srprec",1,"06001","06001421700","421700","HAYWARD",1441,1441
"p16","srprec",1,"06001","06001421900","421900","HAYWARD",1301,1301
"p16","srprec",1,"06001","06001422000","422000","HAYWARD",1070,1070
"p16","srprec",1,"06001","06001422100","422100","HAYWARD",1249,1249
"p16","srprec",1,"06001","06001422300","422300","HAYWARD",1399,1399
"p16","srprec",1,"06001","06001422600","422600","HAYWARD",1571,1571
"p16","srprec",1,"06001","06001422700","422700","HAYWARD",1193,1193
